cell,kind,name,metric,stratum,n,median,mean,p25,p75
bce_both_s0,generator,flux.1-schnell,auroc,all,5185,0.8622378378378378,0.8622378378378378,nan,nan
bce_both_s0,generator,gpt-image-1,pred_pos_frac,all,185,0.053641,0.15354285405405405,0.0,0.209262
bce_both_s0,generator,gpt-image-1,auroc,all,5185,0.8847708108108108,0.8847708108108108,nan,nan
bce_both_s0,generator,grok-2-image-1212,pred_pos_frac,all,96,0.0,0.07813058333333334,0.0,0.07271725000000001
bce_both_s0,generator,grok-2-image-1212,auroc,all,5096,0.8636552083333333,0.8636552083333333,nan,nan
bce_both_s0,generator,hidream-i1-full,pred_pos_frac,all,185,0.043529,0.18998893513513515,0.0,0.306112
bce_both_s0,generator,hidream-i1-full,auroc,all,5185,0.9042908108108109,0.9042908108108109,nan,nan
bce_both_s0,generator,ideogram-3.0,pred_pos_frac,all,185,0.0,0.06158450810810811,0.0,0.028077
bce_both_s0,generator,ideogram-3.0,auroc,all,5185,0.7456945945945946,0.7456945945945946,nan,nan
bce_both_s0,generator,imagen-3.0-002,pred_pos_frac,all,34,0.0,0.017786970588235293,0.0,0.00576975
bce_both_s0,generator,imagen-3.0-002,auroc,all,5034,0.7414,0.7414,nan,nan
bce_both_s0,generator,imagen-4.0,pred_pos_frac,all,101,0.0,0.11098853465346535,0.0,0.147852
bce_both_s0,generator,imagen-4.0,auroc,all,5101,0.7904544554455446,0.7904544554455446,nan,nan
bce_both_s0,generator,midjourney-6,pred_pos_frac,all,185,0.006457,0.1530018918918919,0.0,0.146981
bce_both_s0,generator,midjourney-6,auroc,all,5185,0.8781464864864865,0.8781464864864865,nan,nan
bce_both_s0,generator,midjourney-7,pred_pos_frac,all,20,0.0019315,0.03686204999999999,0.0,0.05263325
bce_both_s0,generator,midjourney-7,auroc,all,5020,0.83071,0.83071,nan,nan
bce_both_s0,generator,mystic,pred_pos_frac,all,142,0.0681765,0.17944650000000004,0.0,0.290831
bce_both_s0,generator,mystic,auroc,all,5142,0.8745647887323944,0.8745647887323944,nan,nan
bce_both_s0,generator,sd-1.5,pred_pos_frac,all,176,0.8314755,0.7243081079545455,0.53531125,1.0
bce_both_s0,generator,sd-1.5,auroc,all,5176,0.9902267045454546,0.9902267045454546,nan,nan
bce_both_s0,generator,sd-1.5-dreamshaper,pred_pos_frac,all,176,0.5077805,0.5236556761363637,0.201016,0.8534984999999999
bce_both_s0,generator,sd-1.5-dreamshaper,auroc,all,5176,0.9810017045454545,0.9810017045454545,nan,nan
bce_both_s0,generator,sd-1.5-epicdream,pred_pos_frac,all,185,0.142915,0.2822352108108108,0.005105,0.467991
bce_both_s0,generator,sd-1.5-epicdream,auroc,all,5185,0.9199816216216217,0.9199816216216217,nan,nan
bce_both_s0,generator,sd-2.1,pred_pos_frac,all,189,0.99873,0.8119818306878309,0.727367,1.0
bce_both_s0,generator,sd-2.1,auroc,all,5189,0.9943507936507936,0.9943507936507936,nan,nan
bce_both_s0,generator,sd-3.5,pred_pos_frac,all,192,0.029379500000000003,0.16419318229166666,0.0,0.20341625000000002
bce_both_s0,generator,sd-3.5,auroc,all,5192,0.8629328125,0.8629328125,nan,nan
bce_both_s0,generator,sdxl,pred_pos_frac,all,185,0.770206,0.6810596378378379,0.444838,0.998749
bce_both_s0,generator,sdxl,auroc,all,5185,0.987732972972973,0.987732972972973,nan,nan
bce_both_s0,generator,sdxl-epic-realism,pred_pos_frac,all,185,0.139115,0.2853577837837838,0.008999,0.527813
bce_both_s0,generator,sdxl-epic-realism,auroc,all,5185,0.9396021621621622,0.9396021621621622,nan,nan
bce_both_s0,generator,sdxl-juggernaut,pred_pos_frac,all,185,0.275375,0.36322580540540544,0.06257,0.618823
bce_both_s0,generator,sdxl-juggernaut,auroc,all,5185,0.960985945945946,0.960985945945946,nan,nan
bce_both_s0,generator,sdxl-realvis-v5,pred_pos_frac,all,185,0.141477,0.2922090972972973,0.0,0.542114
bce_both_s0,generator,sdxl-realvis-v5,auroc,all,5185,0.9122708108108109,0.9122708108108109,nan,nan
bce_both_s0,generator,sdxl-touchofrealism,pred_pos_frac,all,185,0.618543,0.5657343135135134,0.258928,0.881634
bce_both_s0,generator,sdxl-touchofrealism,auroc,all,5185,0.9824794594594595,0.9824794594594595,nan,nan
cont_inpaint_s0,reals,real,pred_pos_frac,all,5000,0.44898000000000005,0.45082831219999997,0.322704,0.58450275
cont_inpaint_s0,overall,all_generators,auroc,all,8932,0.9171993896236013,0.9171993896236013,nan,nan
cont_inpaint_s0,generator,chroma,pred_pos_frac,all,39,0.404455,0.4126450512820513,0.31039300000000003,0.48167400000000005
cont_inpaint_s0,generator,chroma,auroc,all,5039,0.9336820512820513,0.9336820512820513,nan,nan
cont_inpaint_s0,generator,dalle-3,pred_pos_frac,all,185,0.404502,0.4067839837837837,0.306008,0.520328
cont_inpaint_s0,generator,dalle-3,auroc,all,5185,0.9791486486486487,0.9791486486486487,nan,nan
cont_inpaint_s0,generator,flux-1.1-pro,pred_pos_frac,all,185,0.427335,0.4392094432432433,0.308787,0.594401
cont_inpaint_s0,generator,flux-1.1-pro,auroc,all,5185,0.7190156756756757,0.7190156756756757,nan,nan
cont_inpaint_s0,generator,flux-amateursnapshotphotos,pred_pos_frac,all,26,0.3138165,0.3337535,0.20687450000000002,0.44605725
cont_inpaint_s0,generator,flux-amateursnapshotphotos,auroc,all,5026,0.8561076923076923,0.8561076923076923,nan,nan
cont_inpaint_s0,generator,flux-mvc5000,pred_pos_frac,all,147,0.438631,0.44093040816326534,0.30744150000000003,0.5715405
cont_inpaint_s0,generator,flux-mvc5000,auroc,all,5147,0.5566571428571429,0.5566571428571429,nan,nan
cont_inpaint_s0,generator,flux-realism,pred_pos_frac,all,4,0.4669335,0.42627575,0.3865825,0.50662675
cont_inpaint_s0,generator,flux-realism,auroc,all,5004,0.928375,0.928375,nan,nan
cont_inpaint_s0,generator,flux.1-dev,pred_pos_frac,all,185,0.4185,0.4141513675675676,0.294819,0.540621
cont_inpaint_s0,generator,flux.1-dev,auroc,all,5185,0.863527027027027,0.863527027027027,nan,nan
cont_inpaint_s0,generator,flux.1-schnell,pred_pos_frac,all,185,0.385305,0.3993875945945946,0.269022,0.514967
cont_inpaint_s0,generator,flux.1-schnell,auroc,all,5185,0.9484616216216216,0.9484616216216216,nan,nan
cont_inpaint_s0,generator,gpt-image-1,pred_pos_frac,all,185,0.409444,0.4110239675675676,0.291939,0.514011
